1661155674 11055 0 0 0
1661160048 11132 0 0 0
1661160154 11132 0 0 0
1661160209 11133 0 0 0
1661160796 11133 6 0 0
1661160813 11133 6 0 0
1661172354 11358 6 0 0
1661172466 11415 6 0 0
1661173160 11415 535 0 0
1661173276 11415 535 0 0
1661173486 11416 535 0 0
1661173527 11416 535 0 0
1661176811 11416 570 0 0
1661177979 11934 570 0 0
1661178504 11934 570 0 0
1661179995 11953 570 0 0
1661181260 11953 592 0 0
1661181284 11953 592 0 0
1661181454 11953 592 104 0
1661238877 11977 592 104 0
1661245596 11977 600 104 0
1661245641 12501 600 104 0
1661245731 12501 600 104 0
1661249666 12501 999 104 0
1661256867 12501 1008 104 0
1661259707 12618 1008 104 0
1661259743 12618 1008 104 0
1661259790 12618 1046 104 0
1661260538 12618 1046 195 0
1661262959 12623 1046 195 0
1661262985 12623 1046 195 0
1661263002 12631 1046 195 0
1661264032 12635 1046 195 0
1661264169 12636 1046 195 0
1661267677 12636 1057 195 0
1661267680 12636 1057 195 0
1661328052 12733 1057 195 0
1661328223 12733 1057 195 0
1661328353 12733 1420 195 0
1661328389 12733 1420 195 0
1661329351 12733 1420 195 0
1661329371 12789 1420 195 0
1661329383 12792 1420 195 0
1661332547 12866 1420 195 0
1661332672 12869 1420 195 0
1661332829 12882 1420 195 0
1661332970 12926 1420 195 0
1661333285 12935 1420 195 0
1661333631 12963 1420 195 0
1661333664 12964 1420 195 0
1661342721 12964 1459 195 0
1661342724 12964 1459 195 0
1661345164 13428 1459 195 0
1661345497 13428 1459 195 0
1661346414 13428 2363 195 0
1661348366 13428 2436 195 0
1661351151 13451 2436 195 0
1661351695 13510 2436 195 0
1661351823 13517 2436 195 0
1661351841 13517 2439 195 0
1661351844 13517 2439 195 0
1661351906 13518 2439 195 0
1661351919 13518 2439 195 0
1661351984 13518 2439 197 0
1661352229 13518 2440 197 0
1661352272 13518 2440 197 0
1661352321 13519 2440 197 0
1661352404 13522 2440 197 0
1661352459 13522 2440 197 0
1661353161 13528 2440 197 0
1661353906 13577 2440 197 0
1661353928 13577 2443 197 0
1661353932 13577 2443 197 0
1661415530 14128 2443 197 0
1661415540 14128 2443 197 0
1661415575 14128 2447 197 0
1661415579 14128 2447 197 0
1661420798 14139 2447 197 0
1661420809 14139 2455 197 0
1661420811 14139 2455 197 0
1661420826 14139 2455 197 0
1661420858 14227 2455 197 0
1661421170 14228 2455 197 0
1661422775 14228 2455 269 0
1661422926 14228 2455 269 0
1661423050 14228 2455 272 0
1661431698 14228 2490 272 0
1661431731 14245 2490 272 0
1661431745 14245 2490 272 0
1661431967 14245 2490 272 0
1661440529 14245 2490 464 0
1661497601 14245 2563 464 0
1661497605 14245 2563 464 0
1661509657 14373 2563 464 0
1661509680 14373 2563 464 0
1661517755 14378 2563 464 0
1661523701 14657 2563 464 0
1661523834 14657 2567 464 0
1661523898 14657 2567 464 0
1661525290 14657 2567 483 0
1661525311 14661 2567 483 0
1661525317 14661 2567 483 0
1661525605 14661 2637 483 0
1661526011 14661 2637 483 0
1661596314 14664 2637 483 0
1661596322 14664 2637 483 0
1661597699 14664 2637 483 0
1661597728 14855 2637 483 0
1661597755 14856 2637 483 0
1661597762 14861 2637 483 0
1661597778 14863 2637 483 0
1661597790 14866 2637 483 0
1661597815 14867 2637 483 0
1661597837 14873 2637 483 0
1661597861 14877 2637 483 0
1661597893 14895 2637 483 0
1661597902 14925 2637 483 0
1661597958 15405 2637 483 0
1661602247 15420 2637 483 0
1661622256 15421 2637 483 0
1661622276 15426 2637 483 0
1661622296 15439 2637 483 0
1661622350 15443 2637 483 0
1661686380 15444 2637 483 0
1661718475 15444 2640 483 0
1661763772 15449 2640 483 0
1661763780 15449 2640 483 0
1661768945 15469 2640 483 0
1661775654 15470 2640 483 0
1661775808 15470 2698 483 0
1661775872 15470 2698 483 0
1661785840 15470 2698 594 0
1661785923 15470 2698 594 0
1661786432 15470 2733 594 0
1661786679 15470 2734 594 0
1661803278 15470 2734 594 0
1661803307 15470 2734 640 0
1661843195 15470 2734 640 0
1661843447 15472 2734 640 0
1661847471 15472 2784 640 0
1661847473 15472 2784 640 0
1661849186 15475 2784 640 0
1661849192 15475 2784 640 0
1661849223 15480 2784 640 0
1661849577 15487 2784 640 0
1661852385 15487 2784 681 0
1661852443 15487 2784 681 0
1661852578 15487 2784 709 0
1661853042 15487 2784 713 0
1661854301 15617 2784 713 0
1661854307 15617 2784 713 0
1661861444 15626 2784 713 0
1661861551 15635 2784 713 0
1661861567 15644 2784 713 0
1661861671 15645 2784 713 0
1661863976 15645 2799 713 0
1661864135 15653 2799 713 0
1661864142 15653 2799 713 0
1661864951 15692 2799 713 0
1661866219 15702 2799 713 0
1661870086 15702 2883 713 0
1661870123 15702 2883 713 0
1661870236 15702 2889 713 0
1661870548 15702 2890 713 0
1661870627 15707 2890 713 0
1661870802 15707 2890 713 0
1661870873 15741 2890 713 0
1661931233 15777 2890 713 0
1661931248 15811 2890 713 0
1661931260 15849 2890 713 0
1661931285 15862 2890 713 0
1661931319 15871 2890 713 0
1661931341 15907 2890 713 0
1661931352 15907 2892 713 0
1661931354 15907 2892 713 0
1661931373 15941 2892 713 0
1661931386 15941 2892 713 0
1661933981 15945 2892 713 0
1661939083 15945 2904 713 0
1661939086 15945 2904 713 0
1661949189 15955 2904 713 0
1661949206 15958 2904 713 0
1661949233 15964 2904 713 0
1661949260 15982 2904 713 0
1661949302 16011 2904 713 0
1661949369 16011 2904 865 0
1661951577 16011 2915 865 0
1661951579 16011 2915 865 0
1661952308 16012 2915 865 0
1661952320 16012 2915 865 0
1661952447 16013 2915 865 0
1661952461 16013 2915 865 0
1661952493 16015 2915 865 0
1661952523 16031 2915 865 0
1661952536 16044 2915 865 0
1661952552 16044 2915 865 0
1661955395 16044 2924 865 0
1661955397 16044 2924 865 0
1661956657 16045 2924 865 0
1661956665 16045 2924 865 0
1661956689 16048 2924 865 0
1661956741 16060 2924 865 0
1661957000 16063 2924 865 0
1661957015 16095 2924 865 0
1661957031 16098 2924 865 0
1661957042 16099 2924 865 0
1661959101 16099 2975 865 0
1661959103 16099 2975 865 0
1662019744 16099 3067 865 0
1662020958 16135 3067 865 0
1662021054 16135 3067 865 0
1662021101 16136 3067 865 0
1662021131 16137 3067 865 0
1662021178 16137 3067 865 0
1662021233 16179 3067 865 0
1662021268 16199 3067 865 0
1662021277 16199 3069 865 0
1662021302 16199 3069 865 0
1662026252 16199 3069 980 0
1662026314 16199 3069 980 0
1662034112 16200 3069 980 0
1662034119 16200 3069 980 0
1662034141 16204 3069 980 0
1662034394 16204 3077 980 0
1662034398 16204 3077 980 0
1662034414 16221 3077 980 0
1662034466 16221 3077 980 0
1662034493 16255 3077 980 0
1662043309 16255 3077 990 0
1662044231 16255 3077 1037 0
1662045177 16256 3077 1037 0
1662045184 16256 3077 1037 0
1662045662 16256 3077 1060 0
1663082117 16256 3108 1060 0
1663082272 16345 3108 1060 0
