1661155674 1 0 0 0
1661160048 2 0 0 0
1661160154 2 0 0 1
1661160209 3 0 0 1
1661160796 3 1 0 1
1661160813 3 2 0 1
1661172354 4 2 0 1
1661172466 5 2 0 1
1661173160 5 3 0 1
1661173276 6 3 0 1
1661173486 7 3 0 1
1661173527 7 3 0 2
1661176811 7 4 0 2
1661177979 8 4 0 2
1661178504 8 4 0 3
1661179995 9 4 0 3
1661181260 9 5 0 3
1661181284 9 6 0 3
1661181454 9 6 1 3
1661238877 10 6 1 3
1661245596 10 7 1 3
1661245641 11 7 1 3
1661245731 12 7 1 3
1661249666 12 8 1 3
1661256867 12 9 1 3
1661259707 13 9 1 3
1661259743 14 9 1 3
1661259790 14 10 1 3
1661260538 14 10 2 3
1661262959 15 10 2 3
1661262985 16 10 2 3
1661263002 17 10 2 3
1661264032 18 10 2 3
1661264169 19 10 2 3
1661267677 19 11 2 3
1661267680 19 12 2 3
1661328052 20 12 2 3
1661328223 21 12 2 3
1661328353 21 13 2 3
1661328389 21 14 2 3
1661329351 22 14 2 3
1661329371 23 14 2 3
1661329383 24 14 2 3
1661332547 25 14 2 3
1661332672 26 14 2 3
1661332829 27 14 2 3
1661332970 28 14 2 3
1661333285 29 14 2 3
1661333631 30 14 2 3
1661333664 31 14 2 3
1661342721 31 15 2 3
1661342724 31 16 2 3
1661345164 32 16 2 3
1661345497 32 16 2 4
1661346414 32 17 2 4
1661348366 32 18 2 4
1661351151 33 18 2 4
1661351695 34 18 2 4
1661351823 35 18 2 4
1661351841 35 19 2 4
1661351844 35 20 2 4
1661351906 36 20 2 4
1661351919 37 20 2 4
1661351984 37 20 3 4
1661352229 37 21 3 4
1661352272 37 22 3 4
1661352321 38 22 3 4
1661352404 39 22 3 4
1661352459 40 22 3 4
1661353161 41 22 3 4
1661353906 42 22 3 4
1661353928 42 23 3 4
1661353932 42 24 3 4
1661415530 43 24 3 4
1661415540 44 24 3 4
1661415575 44 25 3 4
1661415579 44 26 3 4
1661420798 45 26 3 4
1661420809 45 27 3 4
1661420811 46 27 3 4
1661420826 47 27 3 4
1661420858 48 27 3 4
1661421170 49 27 3 4
1661422775 49 27 4 4
1661422926 49 27 5 4
1661423050 49 27 6 4
1661431698 49 28 6 4
1661431731 50 28 6 4
1661431745 51 28 6 4
1661431967 51 29 6 4
1661440529 51 29 7 4
1661497601 51 30 7 4
1661497605 51 31 7 4
1661509657 52 31 7 4
1661509680 53 31 7 4
1661517755 54 31 7 4
1661523701 55 31 7 4
1661523834 55 32 7 4
1661523898 55 33 7 4
1661525290 55 33 8 4
1661525311 56 33 8 4
1661525317 57 33 8 4
1661525605 57 34 8 4
1661526011 57 35 8 4
1661596314 58 35 8 4
1661596322 59 35 8 4
1661597699 60 35 8 4
1661597728 61 35 8 4
